rec_survey_id	role	recommender_id	familiar_with_movie	knowledgeable	age_group	gender	race	degree	job	marital_status	political_view	religion	seeker_id	date
first_batch_407	RECOMMENDER	user_304	Strongly agree	Agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_635	2019-12-06 15:45:30.015410
first_batch_408	RECOMMENDER	user_77	Agree	Agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Orthodox	user_636	2019-12-06 16:32:57.729208
first_batch_409	RECOMMENDER	user_637	Strongly agree	Strongly agree	25 - 34	Female	Hispanic/Latino	Master	Employed	Never been married	Liberal	Roman Catholic	user_638	2019-12-06 16:51:51.922699
first_batch_410	RECOMMENDER	user_639	Agree	Agree	35 - 44	Male	Native American/American Indian/Alaskan Native	Bachelor/4-year Degree	Employed	Divorced	Conservative	Other	user_77	2019-12-06 17:34:49.071874
first_batch_411	RECOMMENDER	user_640	Strongly agree	Strongly agree	25 - 34	Male	Hispanic/Latino	High School/GED	Employed	Never been married	Moderate	Roman Catholic	user_641	2019-12-06 22:50:06.853034
first_batch_412	RECOMMENDER	user_31	Agree	Agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_642	2019-12-06 23:15:00.039984
first_batch_413	RECOMMENDER	user_230	Agree	Agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Jewish	user_643	2019-12-06 23:40:54.018071
first_batch_414	RECOMMENDER	user_644	Neither agree nor disagree	Agree	25 - 34	Female	African	Bachelor/4-year Degree	Employed	Never been married	Conservative	Roman Catholic	user_645	2019-12-07 02:53:18.636566
first_batch_415	RECOMMENDER	user_298	Strongly agree	Agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Other	user_646	2019-12-07 07:48:38.183738
first_batch_416	RECOMMENDER	user_294	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	High School/GED	Unable to Work	Never been married	Liberal	Protestant	user_647	2019-12-07 07:49:35.446363
first_batch_417	RECOMMENDER	user_287	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Atheist	user_648	2019-12-07 09:32:08.187885
first_batch_418	RECOMMENDER	user_649	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Moderate	Roman Catholic	user_650	2019-12-07 10:35:49.631848
first_batch_419	RECOMMENDER	user_651	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Liberal	Other	user_294	2019-12-07 10:55:36.137922
first_batch_420	RECOMMENDER	user_652	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Other	user_653	2019-12-07 11:02:40.200433
first_batch_421	RECOMMENDER	user_654	Agree	Strongly agree	45 - 54	Female	African	Bachelor/4-year Degree	Employed	Never been married	Liberal	Protestant	user_67	2019-12-07 13:38:37.721298
first_batch_422	RECOMMENDER	user_655	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Homemaker	Married	Conservative	Other	user_656	2019-12-07 15:49:53.324702
first_batch_424	RECOMMENDER	user_657	Agree	Agree	18 - 24	Female	African	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Protestant	user_658	2019-12-07 16:00:26.827762
first_batch_425	RECOMMENDER	user_12	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Separated	Liberal	Atheist	user_659	2019-12-07 17:37:26.744877
first_batch_426	RECOMMENDER	user_660	Agree	Strongly agree	25 - 34	Male	Native American/American Indian/Alaskan Native	Master	Employed	Married	Moderate	Roman Catholic	user_661	2019-11-29 01:36:52.581683
first_batch_429	RECOMMENDER	user_503	Strongly agree	Strongly agree	25 - 34	Female	Other	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Atheist	user_662	2019-11-29 04:43:07.934391
first_batch_431	RECOMMENDER	user_663	Agree	Agree	45 - 54	Male	Caucasian	Vocational Training	Employed	Married	Moderate	Protestant	user_664	2019-11-29 05:39:10.129659
first_batch_432	RECOMMENDER	user_665	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	High School/GED	Employed	Living with partner	Moderate	Atheist	user_666	2019-11-29 05:40:55.468426
first_batch_434	RECOMMENDER	user_667	Agree	Agree	35 - 44	Male	Caucasian	Doctorate	Employed	Divorced	Liberal	Atheist	user_668	2019-11-29 06:19:32.059603
first_batch_435	RECOMMENDER	user_669	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Other	user_670	2019-11-29 06:21:59.634062
first_batch_436	RECOMMENDER	user_671	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Roman Catholic	user_672	2019-11-29 06:54:50.692729
first_batch_437	RECOMMENDER	user_656	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Roman Catholic	user_78	2019-11-28 04:54:18.596456
first_batch_438	RECOMMENDER	user_85	Agree	Strongly agree	25 - 34	Female	South Asian	Bachelor/4-year Degree	Employed	Married	Moderate	Hindu	user_673	2019-11-28 05:07:31.111035
first_batch_440	RECOMMENDER	user_674	Agree	Agree	18 - 24	Male	Caucasian	High School/GED	Employed	Never been married	Liberal	Atheist	user_675	2019-11-28 07:13:59.777368
first_batch_441	RECOMMENDER	user_676	Strongly agree	Agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Atheist	user_677	2019-11-28 07:21:32.690363
first_batch_442	RECOMMENDER	user_678	Agree	Agree	25 - 34	Male	Caucasian	Master	Employed	Married	Liberal	Jewish	user_679	2019-11-28 07:32:45.631968
first_batch_443	RECOMMENDER	user_680	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_134	2019-11-28 08:07:23.755071
first_batch_444	RECOMMENDER	user_681	Strongly agree	Strongly agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_682	2019-11-28 08:37:38.482815
first_batch_446	RECOMMENDER	user_683	Agree	Agree	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Liberal	Atheist	user_147	2019-11-28 09:15:12.469550
first_batch_447	RECOMMENDER	user_684	Agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_685	2019-11-28 09:56:40.424134
first_batch_448	RECOMMENDER	user_276	Agree	Agree	25 - 34	Female	Caucasian	High School/GED	Homemaker	Married	Conservative	Protestant	user_686	2019-12-08 14:08:35.450764
first_batch_450	RECOMMENDER	user_687	Neither agree nor disagree	Neither agree nor disagree	55 - 74	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_688	2019-12-08 14:20:06.942900
first_batch_451	RECOMMENDER	user_689	Strongly agree	Strongly agree	45 - 54	Female	African	Vocational Training	Employed	Never been married	Moderate	Protestant	user_690	2019-12-08 14:55:57.590967
first_batch_452	RECOMMENDER	user_691	Strongly agree	Agree	18 - 24	Female	Caucasian	Associate Degree	Employed	Never been married	Liberal	Jewish	user_478	2019-12-08 14:57:05.541999
first_batch_453	RECOMMENDER	user_692	Agree	Agree	18 - 24	Male	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Atheist	user_693	2019-12-08 15:09:20.823959
first_batch_454	RECOMMENDER	user_694	Strongly agree	Strongly agree	25 - 34	Female	Southeast Asian	Bachelor/4-year Degree	University Student	Never been married	Moderate	Other	user_695	2019-12-08 15:24:31.584015
first_batch_455	RECOMMENDER	user_696	Agree	Strongly agree	18 - 24	Female	Southeast Asian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_5	2019-12-08 15:39:46.700690
first_batch_456	RECOMMENDER	user_697	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	High School/GED	Employed	Living with partner	Moderate	Atheist	user_304	2019-12-08 15:44:58.092471
first_batch_457	RECOMMENDER	user_57	Neither agree nor disagree	Agree	18 - 24	Female	Caucasian	Associate Degree	University Student	Never been married	Moderate	Other	user_698	2019-12-08 17:23:23.150588
first_batch_458	RECOMMENDER	user_699	Strongly agree	Strongly agree	18 - 24	Female	African	High School/GED	Non-university student	Never been married	Moderate	Other	user_700	2019-12-08 17:26:29.166878
first_batch_459	RECOMMENDER	user_701	Strongly agree	Strongly agree	18 - 24	Male	Hispanic/Latino	Bachelor/4-year Degree	University Student	Never been married	Moderate	Roman Catholic	user_702	2019-12-08 17:35:23.589304
first_batch_460	RECOMMENDER	user_703	Agree	Agree	18 - 24	Male	Caucasian	High School/GED	University Student	Never been married	Moderate	Protestant	user_704	2019-12-08 18:15:21.274262
first_batch_461	RECOMMENDER	user_705	Disagree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_96	2019-12-08 18:30:41.731034
first_batch_462	RECOMMENDER	user_706	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Vocational Training	Employed	Married	Conservative	Protestant	user_85	2019-12-08 19:28:42.046684
first_batch_463	RECOMMENDER	user_707	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_708	2019-12-08 19:51:05.935399
first_batch_464	RECOMMENDER	user_709	Agree	Agree	25 - 34	Female	Caucasian	Associate Degree	Employed	Married	Moderate	Atheist	user_677	2019-12-09 00:51:37.856847
first_batch_465	RECOMMENDER	user_710	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Protestant	user_711	2019-12-09 05:53:20.981350
first_batch_466	RECOMMENDER	user_372	Agree	Agree	55 - 74	Male	Caucasian	Bachelor/4-year Degree	Retired	Married	Moderate	Protestant	user_712	2019-12-09 06:00:06.118938
first_batch_467	RECOMMENDER	user_713	Agree	Agree	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Moderate	Other	user_714	2019-12-09 06:28:39.255743
first_batch_468	RECOMMENDER	user_715	Strongly agree	Strongly agree	55 - 74	Male	Caucasian	High School/GED	Employed	Married	Liberal	Other	user_199	2019-12-09 07:29:35.547900
first_batch_469	RECOMMENDER	user_716	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Master	Employed	Married	Conservative	Roman Catholic	user_717	2019-12-09 07:34:44.076342
first_batch_470	RECOMMENDER	user_718	Agree	Agree	45 - 54	Female	Caucasian	High School/GED	Homemaker	Married	Conservative	Protestant	user_719	2019-12-09 07:39:50.500661
first_batch_471	RECOMMENDER	user_720	Agree	Agree	45 - 54	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_121	2019-12-09 07:55:43.111205
first_batch_472	RECOMMENDER	user_420	Strongly agree	Strongly agree	35 - 44	Male	Native American/American Indian/Alaskan Native	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_721	2019-12-09 08:08:44.388151
first_batch_473	RECOMMENDER	user_722	Strongly disagree	Strongly disagree	25 - 34	Female	Caucasian	Master	Employed	Married	Liberal	Protestant	user_723	2019-12-09 08:19:40.450099
first_batch_474	RECOMMENDER	user_724	Agree	Agree	25 - 34	Female	Caucasian	Master	Employed	Living with partner	Moderate	Roman Catholic	user_725	2019-12-09 11:19:47.883520
first_batch_475	RECOMMENDER	user_726	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_650	2019-12-09 11:28:23.622067
first_batch_476	RECOMMENDER	user_727	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	High School/GED	Employed	Never been married	Liberal	Other	user_98	2019-12-09 11:40:41.484919
first_batch_477	RECOMMENDER	user_728	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Associate Degree	Employed	Married	Moderate	Roman Catholic	user_729	2019-12-09 11:52:44.853337
first_batch_478	RECOMMENDER	user_730	Agree	Agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Roman Catholic	user_731	2019-12-09 12:30:06.428136
first_batch_479	RECOMMENDER	user_732	Strongly agree	Strongly agree	35 - 44	Male	African	Associate Degree	Employed	Living with partner	Conservative	Protestant	user_733	2019-12-09 12:34:38.376453
first_batch_480	RECOMMENDER	user_734	Strongly agree	Strongly agree	35 - 44	Female	Southeast Asian	Bachelor/4-year Degree	Homemaker	Married	Liberal	Protestant	user_735	2019-12-09 12:53:20.582313
first_batch_481	RECOMMENDER	user_736	Agree	Agree	35 - 44	Male	Caucasian	High School/GED	Unable to Work	Married	Conservative	Protestant	user_737	2019-12-09 12:53:36.255457
first_batch_482	RECOMMENDER	user_738	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Conservative	Roman Catholic	user_739	2019-12-09 13:03:19.671915
first_batch_483	RECOMMENDER	user_104	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_508	2019-12-09 13:21:31.335961
first_batch_484	RECOMMENDER	user_78	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Master	Employed	Married	Conservative	Protestant	user_740	2019-11-30 14:38:49.699573
first_batch_485	RECOMMENDER	user_478	Strongly disagree	Strongly disagree	35 - 44	Male	Southeast Asian	No Degree	Homemaker	Married	Conservative	Roman Catholic	user_741	2019-11-30 14:43:47.580921
first_batch_486	RECOMMENDER	user_742	Agree	Neither agree nor disagree	18 - 24	Female	Other	High School/GED	University Student	Never been married	Liberal	Protestant	user_743	2019-11-30 14:48:05.351640
first_batch_487	RECOMMENDER	user_115	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Master	Employed	Married	Liberal	Muslim	user_12	2019-11-30 15:07:39.995976
first_batch_488	RECOMMENDER	user_744	Agree	Strongly agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Conservative	Protestant	user_745	2019-11-30 15:29:09.682238
first_batch_489	RECOMMENDER	user_746	Agree	Strongly agree	25 - 34	Female	Middle Eastern	"Professional Postgraduate Degree (Medical, Law, etc)"	University Student	Married	Liberal	Muslim	user_747	2019-11-30 15:46:47.358900
first_batch_490	RECOMMENDER	user_748	Neither agree nor disagree	Neither agree nor disagree	45 - 54	Female	Hispanic/Latino	Bachelor/4-year Degree	Employed	Divorced	Conservative	Protestant	user_749	2019-11-30 16:11:58.981176
first_batch_491	RECOMMENDER	user_750	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Other	user_751	2019-11-30 16:23:37.944076
first_batch_492	RECOMMENDER	user_36	Strongly agree	Strongly agree	35 - 44	Male	Hispanic/Latino	High School/GED	Employed	Married	Conservative	Roman Catholic	user_752	2019-11-30 16:33:16.721620
first_batch_493	RECOMMENDER	user_753	Agree	Agree	25 - 34	Male	African	Master	University Student	Never been married	Moderate	Protestant	user_172	2019-11-30 16:49:24.492828
first_batch_494	RECOMMENDER	user_76	Strongly agree	Strongly agree	35 - 44	Female	Hispanic/Latino	Associate Degree	Employed	Divorced	Moderate	Roman Catholic	user_754	2019-11-30 17:18:49.904387
first_batch_495	RECOMMENDER	user_36	Strongly agree	Strongly agree	35 - 44	Male	Hispanic/Latino	High School/GED	Employed	Married	Conservative	Roman Catholic	user_755	2019-11-30 17:30:28.129227
first_batch_496	RECOMMENDER	user_756	Agree	Agree	25 - 34	Male	Caucasian	Master	Employed	Never been married	Liberal	Atheist	user_757	2019-11-30 18:37:07.589502
first_batch_497	RECOMMENDER	user_758	Agree	Strongly agree	25 - 34	Male	Caucasian	Associate Degree	Employed	Married	Moderate	Other	user_759	2019-11-30 18:48:01.069304
first_batch_498	RECOMMENDER	user_760	Agree	Agree	35 - 44	Female	Caucasian	Master	Employed	Married	Moderate	Roman Catholic	user_309	2019-11-30 18:55:52.021432
first_batch_499	RECOMMENDER	user_761	Strongly disagree	Strongly disagree	35 - 44	Female	Caucasian	Associate Degree	Homemaker	Married	Moderate	Orthodox	user_762	2019-11-30 19:04:30.320667
first_batch_500	RECOMMENDER	user_763	Agree	Agree	35 - 44	Male	African	High School/GED	Employed	Never been married	Moderate	Protestant	user_764	2019-11-30 19:06:22.414734
first_batch_501	RECOMMENDER	user_742	Agree	Agree	18 - 24	Female	Other	High School/GED	University Student	Never been married	Liberal	Protestant	user_75	2019-11-30 19:09:30.022914
first_batch_502	RECOMMENDER	user_765	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Atheist	user_26	2019-11-30 19:31:23.852476
first_batch_503	RECOMMENDER	user_766	Strongly agree	Strongly agree	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Homemaker	Married	Conservative	Other	user_767	2019-11-30 19:35:13.542330
first_batch_504	RECOMMENDER	user_304	Strongly agree	Agree	55 - 74	Female	Caucasian	Associate Degree	Employed	Married	Conservative	Roman Catholic	user_768	2019-11-30 19:37:22.879042
first_batch_505	RECOMMENDER	user_769	Agree	Agree	18 - 24	Female	Caucasian	Associate Degree	University Student	Never been married	Moderate	Other	user_770	2019-11-30 19:55:44.224019
first_batch_506	RECOMMENDER	user_771	Agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_772	2019-11-30 20:15:57.272389
first_batch_508	RECOMMENDER	user_773	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_774	2019-11-30 21:36:08.807649
first_batch_510	RECOMMENDER	user_775	Disagree	Disagree	18 - 24	Female	Caucasian	High School/GED	Employed	Living with partner	Liberal	Atheist	user_776	2019-11-30 21:44:11.308932
first_batch_511	RECOMMENDER	user_777	Strongly agree	Strongly agree	25 - 34	Male	Hispanic/Latino	High School/GED	Unable to Work	Never been married	Moderate	Atheist	user_778	2019-11-30 21:56:13.040793
first_batch_512	RECOMMENDER	user_779	Strongly agree	Agree	55 - 74	Female	Caucasian	"Professional Postgraduate Degree (Medical, Law, etc)"	Retired	Never been married	Conservative	Protestant	user_780	2019-11-30 22:09:47.404484
first_batch_513	RECOMMENDER	user_781	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Moderate	Atheist	user_782	2019-11-30 23:02:20.090657
