seeker_survey_id	role	seeker_id	case	competent	confident	efficient	knowledgeable	warm	agreable	trustworthy	sincere	engaging	persuasive	natural	rich_vocab	creative	pressure_me	manipulative	boring	recommender_id
first_batch_401	SEEKER	user_616	accept_uninterested	Agree	Agree	Neither agree nor disagree	Agree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	user_615
first_batch_402	SEEKER	user_617	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_6
first_batch_403	SEEKER	user_619	accept_rating_good	Agree	Agree	Agree	Agree	Disagree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	Disagree	Disagree	user_618
first_batch_404	SEEKER	user_621	accept_rating_good	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Agree	Neither agree nor disagree	Strongly agree	Agree	Strongly agree	Disagree	Disagree	Disagree	user_620
first_batch_405	SEEKER	user_623	accept_rating_good	Agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Disagree	Strongly disagree	user_622
first_batch_406	SEEKER	user_478	accept_others	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_624
first_batch_407	SEEKER	user_626	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_625
first_batch_408	SEEKER	user_628	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_627
first_batch_409	SEEKER	user_630	accept_uninterested	Agree	Agree	Agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	user_629
first_batch_410	SEEKER	user_5	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Agree	Strongly agree	Disagree	Disagree	Disagree	user_631
first_batch_411	SEEKER	user_115	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_78
first_batch_412	SEEKER	user_632	accept_uninterested	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Neither agree nor disagree	Agree	Disagree	Disagree	Disagree	user_80
first_batch_413	SEEKER	user_508	accept_others	Strongly disagree	Neither agree nor disagree	Strongly disagree	Agree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	Disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	user_633
first_batch_414	SEEKER	user_6	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_634
first_batch_415	SEEKER	user_635	accept_others	Agree	Neither agree nor disagree	Strongly agree	Agree	Disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	Agree	Disagree	Agree	Disagree	Disagree	Agree	user_304
first_batch_416	SEEKER	user_636	accept_rating_good	Agree	Strongly agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Disagree	Disagree	Neither agree nor disagree	user_77
first_batch_417	SEEKER	user_638	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_637
first_batch_418	SEEKER	user_77	accept_rating_good	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_639
first_batch_419	SEEKER	user_641	accept_others	Agree	Strongly agree	Agree	Strongly agree	Disagree	Agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Disagree	user_640
first_batch_420	SEEKER	user_642	accept_uninterested	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Disagree	Strongly agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Agree	user_31
first_batch_421	SEEKER	user_643	accept_uninterested	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	user_230
first_batch_422	SEEKER	user_645	accept_uninterested	Agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	user_644
first_batch_424	SEEKER	user_646	accept_others	Agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_298
first_batch_423	SEEKER	user_647	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_294
first_batch_425	SEEKER	user_648	accept_uninterested	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_287
first_batch_426	SEEKER	user_650	accept_rating_good	Agree	Neither agree nor disagree	Strongly agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	user_649
first_batch_427	SEEKER	user_294	accept_others	Agree	Strongly agree	Disagree	Agree	Disagree	Agree	Agree	Agree	Disagree	Agree	Agree	Agree	Disagree	Disagree	Disagree	Disagree	user_651
first_batch_428	SEEKER	user_653	accept_others	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Strongly disagree	Agree	user_652
first_batch_429	SEEKER	user_67	accept_rating_good	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_654
first_batch_430	SEEKER	user_656	accept_others	Agree	Agree	Agree	Strongly agree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Strongly disagree	user_655
first_batch_432	SEEKER	user_658	accept_others	Agree	Agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Disagree	user_657
first_batch_433	SEEKER	user_659	accept_rating_good	Agree	Neither agree nor disagree	Agree	Strongly agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Disagree	Disagree	Neither agree nor disagree	user_12
first_batch_434	SEEKER	user_661	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Agree	Disagree	Disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_660
first_batch_439	SEEKER	user_662	accept_uninterested	Agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Agree	Agree	Strongly agree	Agree	Agree	Strongly agree	Agree	user_503
first_batch_441	SEEKER	user_664	accept_uninterested	Strongly agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Strongly agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Agree	user_663
first_batch_442	SEEKER	user_666	accept_others	Agree	Neither agree nor disagree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Agree	Strongly agree	Strongly disagree	Strongly disagree	user_665
first_batch_444	SEEKER	user_668	accept_uninterested	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Agree	Agree	Strongly disagree	Strongly disagree	Disagree	user_667
first_batch_445	SEEKER	user_670	accept_others	Agree	Agree	Agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Strongly agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Disagree	Disagree	Strongly disagree	user_669
first_batch_446	SEEKER	user_672	accept_uninterested	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Agree	Agree	user_671
first_batch_448	SEEKER	user_78	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	user_656
first_batch_449	SEEKER	user_673	accept_rating_good	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	user_85
first_batch_451	SEEKER	user_675	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	user_674
first_batch_452	SEEKER	user_677	accept_uninterested	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Disagree	Disagree	Disagree	user_676
first_batch_453	SEEKER	user_679	accept_rating_mod	Strongly agree	Strongly agree	Strongly agree	Neither agree nor disagree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_678
first_batch_455	SEEKER	user_134	accept_uninterested	Agree	Agree	Strongly agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Neither agree nor disagree	Agree	Agree	Strongly agree	user_680
first_batch_457	SEEKER	user_682	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_681
first_batch_459	SEEKER	user_147	accept_rating_good	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Agree	Neither agree nor disagree	Agree	Disagree	Strongly disagree	Disagree	user_683
first_batch_460	SEEKER	user_685	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly disagree	Strongly disagree	user_684
first_batch_461	SEEKER	user_686	accept_others	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_276
first_batch_463	SEEKER	user_688	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly disagree	Strongly disagree	Strongly disagree	user_687
first_batch_465	SEEKER	user_690	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Neither agree nor disagree	Agree	Agree	Strongly disagree	Strongly disagree	user_689
first_batch_464	SEEKER	user_478	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Disagree	Disagree	Disagree	user_691
first_batch_466	SEEKER	user_693	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly disagree	Strongly disagree	Strongly disagree	user_692
first_batch_467	SEEKER	user_695	accept_others	Agree	Agree	Strongly agree	Agree	Agree	Agree	Neither agree nor disagree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Disagree	Strongly disagree	Disagree	user_694
first_batch_468	SEEKER	user_5	accept_rating_good	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Neither agree nor disagree	Disagree	Disagree	Disagree	Strongly disagree	user_696
first_batch_469	SEEKER	user_304	accept_rating_good	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Strongly agree	Strongly agree	Agree	Neither agree nor disagree	Agree	Agree	Disagree	Disagree	Strongly disagree	user_697
first_batch_470	SEEKER	user_698	accept_others	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_57
first_batch_471	SEEKER	user_700	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_699
first_batch_472	SEEKER	user_702	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_701
first_batch_473	SEEKER	user_704	accept_rating_good	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Strongly disagree	Strongly disagree	Strongly disagree	user_703
first_batch_474	SEEKER	user_96	accept_uninterested	Agree	Disagree	Disagree	Disagree	Agree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Disagree	Neither agree nor disagree	Disagree	Disagree	Disagree	Disagree	Agree	user_705
first_batch_475	SEEKER	user_85	accept_others	Agree	Agree	Agree	Agree	Neither agree nor disagree	Strongly agree	Agree	Strongly agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Disagree	Disagree	Disagree	user_706
first_batch_476	SEEKER	user_708	accept_others	Strongly agree	Agree	Strongly agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Neither agree nor disagree	Neither agree nor disagree	Strongly agree	Neither agree nor disagree	Agree	Disagree	Strongly disagree	Disagree	user_707
first_batch_477	SEEKER	user_677	accept_others	Agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Agree	Strongly agree	Strongly agree	Strongly agree	Strongly agree	Agree	Agree	Disagree	Disagree	Disagree	user_709
first_batch_478	SEEKER	user_711	accept_rating_good	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	Neither agree nor disagree	user_710
